Season,MatchWeek,Date,Team,Full Time Goals,Elo-rating before match,Elo-rating after match
2000-2001,6,2000-09-23,Man United,3,1798.92,1791.46
2000-2001,6,2000-09-23,Chelsea,3,1609.26,1616.72
2000-2001,6,2000-09-23,Liverpool,1,1616.26,1612.53
2000-2001,6,2000-09-23,Sunderland,1,1527.9,1531.64
2000-2001,6,2000-09-23,Newcastle,0,1572.19,1552.73
2000-2001,6,2000-09-23,Charlton,1,1465.73,1485.19
2000-2001,6,2000-09-23,Derby,1,1458.31,1463.36
2000-2001,6,2000-09-23,Leeds,1,1580.08,1575.03
2000-2001,6,2000-09-23,Coventry,0,1480.95,1467.75
2000-2001,6,2000-09-23,West Ham,3,1522.95,1536.15
2000-2001,6,2000-09-23,Bradford,0,1471.61,1457.21
2000-2001,6,2000-09-23,Southampton,1,1485.34,1499.75
2000-2001,6,2000-09-23,Ipswich,1,1392.34,1402.54
2000-2001,6,2000-09-23,Arsenal,1,1680.2,1670.0
2000-2001,6,2000-09-24,Leicester,1,1592.01,1588.67
2000-2001,6,2000-09-24,Everton,1,1513.21,1516.56
2000-2001,7,2000-09-30,Aston Villa,4,1582.34,1592.4
2000-2001,7,2000-09-30,Derby,1,1463.36,1453.31
2000-2001,7,2000-09-30,Charlton,2,1485.19,1484.43
2000-2001,7,2000-09-30,Coventry,2,1467.75,1468.5
2000-2001,7,2000-09-30,Everton,0,1516.56,1496.81
2000-2001,7,2000-09-30,Ipswich,3,1402.54,1422.29
2000-2001,7,2000-09-30,Leeds,4,1575.03,1588.06
2000-2001,7,2000-09-30,Tottenham,3,1529.08,1516.05
2000-2001,7,2000-09-30,Man City,0,1479.89,1467.99
2000-2001,7,2000-09-30,Newcastle,1,1552.73,1564.63
2000-2001,7,2000-09-30,Southampton,1,1499.75,1486.06
2000-2001,7,2000-09-30,Middlesbrough,3,1530.34,1544.03
2000-2001,7,2000-09-30,West Ham,1,1536.15,1532.8
2000-2001,7,2000-09-30,Bradford,1,1457.21,1460.56
2000-2001,8,2000-10-01,Sunderland,0,1531.64,1534.08
2000-2001,8,2000-10-01,Leicester,0,1588.67,1586.23
2000-2001,7,2000-10-01,Arsenal,1,1670.0,1690.04
2000-2001,7,2000-10-01,Man United,0,1791.46,1771.42
2000-2001,7,2000-10-01,Chelsea,3,1616.72,1631.54
2000-2001,7,2000-10-01,Liverpool,0,1612.53,1597.71
2000-2001,8,2000-10-14,Arsenal,1,1690.04,1700.94
2000-2001,8,2000-10-14,Aston Villa,0,1592.4,1581.51
2000-2001,8,2000-10-14,Coventry,2,1468.5,1485.54
2000-2001,8,2000-10-14,Tottenham,1,1516.05,1499.01
2000-2001,8,2000-10-14,Everton,1,1496.81,1496.34
2000-2001,8,2000-10-14,Southampton,1,1486.06,1486.53
2000-2001,8,2000-10-14,Ipswich,1,1422.29,1426.91
2000-2001,8,2000-10-14,West Ham,1,1532.8,1528.18
2000-2001,8,2000-10-14,Leeds,3,1588.06,1598.71
2000-2001,8,2000-10-14,Charlton,1,1484.43,1473.78
2000-2001,8,2000-10-14,Leicester,0,1586.23,1578.54
2000-2001,8,2000-10-14,Man United,3,1771.42,1779.1
2000-2001,8,2000-10-14,Man City,2,1467.99,1482.67
2000-2001,8,2000-10-14,Bradford,0,1460.56,1445.88
2000-2001,8,2000-10-14,Sunderland,1,1534.08,1553.18
2000-2001,8,2000-10-14,Chelsea,0,1631.54,1612.44
2000-2001,8,2000-10-15,Derby,0,1453.31,1444.21
2000-2001,8,2000-10-15,Liverpool,4,1597.71,1606.81
2000-2001,8,2000-10-16,Middlesbrough,1,1544.03,1529.92
2000-2001,8,2000-10-16,Newcastle,3,1564.63,1578.74
2000-2001,9,2000-10-21,Tottenham,3,1499.01,1511.66
2000-2001,9,2000-10-21,Derby,1,1444.21,1431.55
2000-2001,9,2000-10-21,Chelsea,6,1612.44,1622.2
2000-2001,9,2000-10-21,Coventry,1,1485.54,1475.79
2000-2001,9,2000-10-21,West Ham,1,1528.18,1520.08
2000-2001,9,2000-10-21,Arsenal,2,1700.94,1709.04
2000-2001,9,2000-10-21,Newcastle,0,1578.74,1560.25
2000-2001,9,2000-10-21,Everton,1,1496.34,1514.83
2000-2001,9,2000-10-21,Bradford,0,1445.88,1430.06
2000-2001,9,2000-10-21,Ipswich,2,1426.91,1442.73
2000-2001,9,2000-10-21,Liverpool,1,1606.81,1620.59
2000-2001,9,2000-10-21,Leicester,0,1578.54,1564.76
2000-2001,9,2000-10-21,Charlton,1,1473.78,1491.18
2000-2001,9,2000-10-21,Middlesbrough,0,1529.92,1512.51
2000-2001,9,2000-10-21,Man United,3,1779.1,1786.95
2000-2001,9,2000-10-21,Leeds,0,1598.71,1590.87
2000-2001,9,2000-10-22,Aston Villa,0,1581.51,1580.29
2000-2001,9,2000-10-22,Sunderland,0,1553.18,1554.4
2000-2001,9,2000-10-23,Southampton,0,1486.53,1471.36
2000-2001,9,2000-10-23,Man City,2,1482.67,1497.83
2000-2001,10,2000-10-28,West Ham,1,1520.08,1536.81
2000-2001,10,2000-10-28,Newcastle,0,1560.25,1543.52
2000-2001,10,2000-10-28,Sunderland,1,1554.4,1566.06
2000-2001,10,2000-10-28,Coventry,0,1475.79,1464.13
2000-2001,10,2000-10-28,Man United,5,1786.95,1791.14
2000-2001,10,2000-10-28,Southampton,0,1471.36,1467.17
2000-2001,10,2000-10-28,Leicester,2,1564.76,1574.28
2000-2001,10,2000-10-28,Derby,1,1431.55,1422.04
2000-2001,10,2000-10-28,Ipswich,2,1442.73,1460.7
2000-2001,10,2000-10-28,Middlesbrough,1,1512.51,1494.54
2000-2001,10,2000-10-28,Chelsea,3,1622.2,1632.58
2000-2001,10,2000-10-28,Tottenham,0,1511.66,1501.28
2000-2001,10,2000-10-28,Aston Villa,2,1580.29,1591.52
2000-2001,10,2000-10-28,Charlton,1,1491.18,1479.95
2000-2001,10,2000-10-28,Arsenal,5,1709.04,1715.9
2000-2001,10,2000-10-28,Man City,0,1497.83,1490.97
2000-2001,10,2000-10-29,Bradford,1,1430.06,1436.54
2000-2001,10,2000-10-29,Leeds,1,1590.87,1584.38
2000-2001,10,2000-10-29,Liverpool,3,1620.59,1631.16
2000-2001,10,2000-10-29,Everton,1,1514.83,1504.26
2000-2001,11,2000-11-04,Tottenham,2,1501.28,1519.04
2000-2001,11,2000-11-04,Sunderland,1,1566.06,1548.3
2000-2001,11,2000-11-04,Newcastle,2,1543.52,1555.01
2000-2001,11,2000-11-04,Ipswich,1,1460.7,1449.21
2000-2001,11,2000-11-04,Middlesbrough,0,1494.54,1487.98
2000-2001,11,2000-11-04,Arsenal,1,1715.9,1722.45
2000-2001,11,2000-11-04,Southampton,3,1467.17,1488.81
2000-2001,11,2000-11-04,Chelsea,2,1632.58,1610.93
2000-2001,11,2000-11-04,Leeds,4,1584.38,1601.39
2000-2001,11,2000-11-04,Liverpool,3,1631.16,1614.15
2000-2001,11,2000-11-04,Coventry,1,1464.13,1460.16
2000-2001,11,2000-11-04,Man United,2,1791.14,1795.1
2000-2001,11,2000-11-04,Charlton,2,1479.95,1493.08
2000-2001,11,2000-11-04,Bradford,0,1436.54,1423.41
2000-2001,11,2000-11-04,Man City,0,1490.97,1479.5
2000-2001,11,2000-11-04,Leicester,1,1574.28,1585.75
2000-2001,11,2000-11-05,Everton,0,1504.26,1492.95
2000-2001,11,2000-11-05,Aston Villa,1,1591.52,1602.83
2000-2001,11,2000-11-06,Derby,0,1422.04,1426.82
2000-2001,11,2000-11-06,West Ham,0,1536.81,1532.03
2000-2001,12,2000-11-11,West Ham,4,1532.03,1544.77
2000-2001,12,2000-11-11,Man City,1,1479.5,1466.75
2000-2001,12,2000-11-11,Man United,2,1795.1,1799.48
2000-2001,12,2000-11-11,Middlesbrough,1,1487.98,1483.61
2000-2001,12,2000-11-11,Leicester,1,1585.75,1584.42
2000-2001,12,2000-11-11,Newcastle,1,1555.01,1556.34
2000-2001,12,2000-11-11,Sunderland,2,1548.3,1545.75
2000-2001,12,2000-11-11,Southampton,2,1488.81,1491.36
2000-2001,12,2000-11-11,Bradford,0,1423.41,1411.37
2000-2001,12,2000-11-11,Everton,1,1492.95,1504.99
2000-2001,12,2000-11-11,Aston Villa,2,1602.83,1614.28
2000-2001,12,2000-11-11,Tottenham,0,1519.04,1507.59
2000-2001,12,2000-11-11,Arsenal,0,1722.45,1712.08
2000-2001,12,2000-11-11,Derby,0,1426.82,1437.19
2000-2001,12,2000-11-11,Ipswich,2,1449.21,1466.09
2000-2001,12,2000-11-11,Charlton,0,1493.08,1476.2
2000-2001,12,2000-11-12,Chelsea,1,1610.93,1610.52
2000-2001,12,2000-11-12,Leeds,1,1601.39,1601.8
2000-2001,12,2000-11-12,Liverpool,4,1614.15,1622.91
2000-2001,12,2000-11-12,Coventry,1,1460.16,1451.41
2000-2001,13,2000-11-18,Southampton,2,1491.36,1511.45
2000-2001,13,2000-11-18,Aston Villa,0,1614.28,1594.19
2000-2001,13,2000-11-18,Charlton,2,1476.2,1496.73
2000-2001,13,2000-11-18,Chelsea,0,1610.52,1589.99
2000-2001,13,2000-11-18,Derby,2,1437.19,1451.08
2000-2001,13,2000-11-18,Bradford,0,1411.37,1397.48
2000-2001,13,2000-11-18,Everton,2,1504.99,1528.01
2000-2001,13,2000-11-18,Arsenal,0,1712.08,1689.07
2000-2001,13,2000-11-18,Leeds,0,1601.8,1584.36
2000-2001,13,2000-11-18,West Ham,1,1544.77,1562.21
2000-2001,13,2000-11-18,Man City,0,1466.75,1462.9
2000-2001,13,2000-11-18,Man United,1,1799.48,1803.33
2000-2001,13,2000-11-18,Middlesbrough,0,1483.61,1472.84
2000-2001,13,2000-11-18,Leicester,3,1584.42,1595.19
2000-2001,13,2000-11-18,Newcastle,1,1556.34,1540.88
2000-2001,13,2000-11-18,Sunderland,2,1545.75,1561.21
2000-2001,13,2000-11-19,Tottenham,2,1507.59,1527.4
2000-2001,13,2000-11-19,Liverpool,1,1622.91,1603.11
2000-2001,13,2000-11-20,Coventry,0,1451.41,1437.04
2000-2001,13,2000-11-20,Ipswich,1,1466.09,1480.46
2000-2001,14,2000-11-25,Charlton,0,1496.73,1484.48
2000-2001,14,2000-11-25,Sunderland,1,1561.21,1573.46
2000-2001,14,2000-11-25,Coventry,1,1437.04,1443.4
2000-2001,14,2000-11-25,Aston Villa,1,1594.19,1587.83
2000-2001,14,2000-11-25,Derby,0,1451.08,1447.59
2000-2001,14,2000-11-25,Man United,3,1803.33,1806.82
2000-2001,14,2000-11-25,Everton,2,1528.01,1545.65
2000-2001,14,2000-11-25,Chelsea,1,1589.99,1572.34
2000-2001,14,2000-11-25,Man City,2,1462.9,1448.66
2000-2001,14,2000-11-25,Ipswich,3,1480.46,1494.7
2000-2001,14,2000-11-25,Middlesbrough,2,1472.84,1469.64
2000-2001,14,2000-11-25,Bradford,2,1397.48,1400.69
2000-2001,14,2000-11-25,Southampton,2,1511.45,1498.63
2000-2001,14,2000-11-25,West Ham,3,1562.21,1575.04
2000-2001,14,2000-11-25,Tottenham,3,1527.4,1545.29
2000-2001,14,2000-11-25,Leicester,0,1595.19,1577.3
2000-2001,14,2000-11-26,Leeds,1,1584.36,1603.75
2000-2001,14,2000-11-26,Arsenal,0,1689.07,1669.68
2000-2001,14,2000-11-26,Newcastle,2,1540.88,1558.54
2000-2001,14,2000-11-26,Liverpool,1,1603.11,1585.45
2000-2001,15,2000-12-02,West Ham,1,1575.04,1585.62
2000-2001,15,2000-12-02,Middlesbrough,0,1469.64,1459.06
2000-2001,15,2000-12-02,Man United,2,1806.82,1812.27
2000-2001,15,2000-12-02,Tottenham,0,1545.29,1539.84
2000-2001,15,2000-12-02,Liverpool,3,1585.45,1596.21
2000-2001,15,2000-12-02,Charlton,0,1484.48,1473.72
2000-2001,15,2000-12-02,Leicester,3,1577.3,1593.44
2000-2001,15,2000-12-02,Leeds,1,1603.75,1587.61
2000-2001,15,2000-12-02,Aston Villa,1,1587.83,1586.57
2000-2001,15,2000-12-02,Newcastle,1,1558.54,1559.8
2000-2001,15,2000-12-02,Bradford,2,1400.69,1417.52
2000-2001,15,2000-12-02,Coventry,1,1443.4,1426.56
2000-2001,15,2000-12-02,Arsenal,1,1669.68,1677.84
2000-2001,15,2000-12-02,Southampton,0,1498.63,1490.47
2000-2001,15,2000-12-02,Ipswich,0,1494.7,1477.68
2000-2001,15,2000-12-02,Derby,1,1447.59,1464.61
2000-2001,15,2000-12-03,Chelsea,2,1572.34,1582.22
2000-2001,15,2000-12-03,Man City,1,1448.66,1438.78
2000-2001,15,2000-12-04,Sunderland,2,1573.46,1587.26
2000-2001,15,2000-12-04,Everton,0,1545.65,1531.85
2000-2001,16,2000-12-09,Southampton,1,1490.47,1509.56
2000-2001,16,2000-12-09,Leeds,0,1587.61,1568.52
2000-2001,16,2000-12-09,West Ham,1,1585.62,1585.66
2000-2001,16,2000-12-09,Aston Villa,1,1586.57,1586.53
2000-2001,16,2000-12-09,Sunderland,1,1587.26,1596.96
2000-2001,16,2000-12-09,Middlesbrough,0,1459.06,1449.35
2000-2001,16,2000-12-09,Man City,5,1438.78,1457.71
2000-2001,16,2000-12-09,Everton,0,1531.85,1512.93
2000-2001,16,2000-12-09,Charlton,3,1473.72,1484.98
2000-2001,16,2000-12-09,Man United,3,1812.27,1801.01
2000-2001,16,2000-12-09,Bradford,3,1417.52,1422.6
2000-2001,16,2000-12-09,Tottenham,3,1539.84,1534.77
2000-2001,16,2000-12-09,Arsenal,5,1677.84,1687.93
2000-2001,16,2000-12-09,Newcastle,0,1559.8,1549.71
2000-2001,16,2000-12-09,Chelsea,4,1582.22,1592.33
2000-2001,16,2000-12-09,Derby,1,1464.61,1454.5
2000-2001,16,2000-12-10,Coventry,1,1426.56,1448.26
2000-2001,16,2000-12-10,Leicester,0,1593.44,1571.74
2000-2001,16,2000-12-10,Liverpool,0,1596.21,1576.28
2000-2001,16,2000-12-10,Ipswich,1,1477.68,1497.61
2000-2001,17,2000-12-16,Leeds,2,1568.52,1584.75
2000-2001,17,2000-12-16,Sunderland,0,1596.96,1580.74
2000-2001,17,2000-12-16,Newcastle,2,1549.71,1559.45
2000-2001,17,2000-12-16,Bradford,1,1422.6,1412.85
2000-2001,17,2000-12-16,Middlesbrough,1,1449.35,1470.2
2000-2001,17,2000-12-16,Chelsea,0,1592.33,1571.48
2000-2001,17,2000-12-16,Leicester,3,1571.74,1583.07
2000-2001,17,2000-12-16,Charlton,1,1484.98,1473.65
2000-2001,17,2000-12-16,Ipswich,3,1497.61,1513.12
2000-2001,17,2000-12-16,Southampton,1,1509.56,1494.04
2000-2001,17,2000-12-16,Everton,1,1512.93,1516.02
2000-2001,17,2000-12-16,West Ham,1,1585.66,1582.57
2000-2001,17,2000-12-16,Derby,1,1454.5,1469.24
2000-2001,17,2000-12-16,Coventry,0,1448.26,1433.53
2000-2001,17,2000-12-16,Aston Villa,2,1586.53,1581.21
2000-2001,17,2000-12-16,Man City,2,1457.71,1463.03
2000-2001,17,2000-12-17,Man United,0,1801.01,1777.46
2000-2001,17,2000-12-17,Liverpool,1,1576.28,1599.82
2000-2001,17,2000-12-18,Tottenham,1,1534.77,1540.98
2000-2001,17,2000-12-18,Arsenal,1,1687.93,1681.71
2000-2001,18,2000-12-22,Coventry,1,1433.53,1436.12
2000-2001,18,2000-12-22,Southampton,1,1494.04,1491.46
2000-2001,18,2000-12-23,Man United,2,1777.46,1782.84
2000-2001,18,2000-12-23,Ipswich,0,1513.12,1507.75
2000-2001,18,2000-12-23,Liverpool,4,1599.82,1618.29
2000-2001,18,2000-12-23,Arsenal,0,1681.71,1663.24
2000-2001,18,2000-12-23,Sunderland,1,1580.74,1590.84
2000-2001,18,2000-12-23,Man City,0,1463.03,1452.92
2000-2001,18,2000-12-23,Tottenham,0,1540.98,1537.97
2000-2001,18,2000-12-23,Middlesbrough,0,1470.2,1473.21
2000-2001,18,2000-12-23,Leicester,2,1583.07,1598.05
2000-2001,18,2000-12-23,West Ham,1,1582.57,1567.59
2000-2001,18,2000-12-23,Derby,2,1469.24,1488.05
2000-2001,18,2000-12-23,Newcastle,0,1559.45,1540.64
2000-2001,18,2000-12-23,Chelsea,3,1571.48,1580.07
2000-2001,18,2000-12-23,Bradford,0,1412.85,1404.26
2000-2001,18,2000-12-23,Charlton,1,1473.65,1490.47
2000-2001,18,2000-12-23,Everton,0,1516.02,1499.2
2000-2001,18,2000-12-23,Leeds,1,1584.75,1569.59
2000-2001,18,2000-12-23,Aston Villa,2,1581.21,1596.36
2000-2001,19,2000-12-26,West Ham,5,1567.59,1579.31
2000-2001,19,2000-12-26,Charlton,0,1490.47,1478.74
2000-2001,19,2000-12-26,Middlesbrough,1,1473.21,1494.14
2000-2001,19,2000-12-26,Liverpool,0,1618.29,1597.37
2000-2001,19,2000-12-26,Man City,0,1452.92,1454.44
2000-2001,19,2000-12-26,Derby,0,1488.05,1486.53
2000-2001,19,2000-12-26,Ipswich,2,1507.75,1510.83
2000-2001,19,2000-12-26,Chelsea,2,1580.07,1576.99
2000-2001,19,2000-12-26,Newcastle,2,1540.64,1556.89
2000-2001,19,2000-12-26,Leeds,1,1569.59,1553.35
2000-2001,19,2000-12-26,Bradford,1,1404.26,1396.62
2000-2001,19,2000-12-26,Sunderland,4,1590.84,1598.48
2000-2001,19,2000-12-26,Aston Villa,0,1596.36,1588.72
2000-2001,19,2000-12-26,Man United,1,1782.84,1790.48
2000-2001,19,2000-12-26,Arsenal,6,1663.24,1675.46
2000-2001,19,2000-12-26,Leicester,1,1598.05,1585.83
2000-2001,19,2000-12-26,Everton,1,1499.2,1481.51
2000-2001,19,2000-12-26,Coventry,2,1436.12,1453.81
2000-2001,19,2000-12-27,Southampton,2,1491.46,1508.45
2000-2001,19,2000-12-27,Tottenham,0,1537.97,1520.97
2000-2001,20,2000-12-30,Arsenal,2,1675.46,1672.19
2000-2001,20,2000-12-30,Sunderland,2,1598.48,1601.75
2000-2001,20,2000-12-30,Ipswich,3,1510.83,1526.26
2000-2001,20,2000-12-30,Tottenham,0,1520.97,1505.53
2000-2001,20,2000-12-30,Man City,1,1454.44,1440.48
2000-2001,20,2000-12-30,Charlton,4,1478.74,1492.7
2000-2001,20,2000-12-30,Middlesbrough,1,1494.14,1492.4
2000-2001,20,2000-12-30,Coventry,1,1453.81,1455.54
2000-2001,20,2000-12-30,Newcastle,1,1556.89,1565.69
2000-2001,20,2000-12-30,Man United,1,1790.48,1781.69
2000-2001,20,2000-12-30,Southampton,1,1508.45,1522.51
2000-2001,20,2000-12-30,Derby,0,1486.53,1472.48
2000-2001,21,2001-01-01,Liverpool,2,1597.37,1609.19
2000-2001,21,2001-01-01,Southampton,1,1522.51,1510.69
2000-2001,21,2001-01-01,Man United,3,1781.69,1788.82
2000-2001,21,2001-01-01,West Ham,1,1579.31,1572.18
2000-2001,21,2001-01-01,Sunderland,4,1601.75,1613.54
2000-2001,21,2001-01-01,Ipswich,1,1526.26,1514.47
2000-2001,21,2001-01-01,Leicester,1,1585.83,1563.38
2000-2001,21,2001-01-01,Bradford,2,1396.62,1419.07
2000-2001,21,2001-01-01,Chelsea,1,1576.99,1592.5
2000-2001,21,2001-01-01,Aston Villa,0,1588.72,1573.21
2000-2001,21,2001-01-01,Derby,1,1472.48,1487.87
2000-2001,21,2001-01-01,Everton,0,1481.51,1466.12
2000-2001,21,2001-01-01,Coventry,1,1455.54,1454.89
2000-2001,21,2001-01-01,Man City,1,1440.48,1441.13
2000-2001,21,2001-01-01,Charlton,1,1492.7,1514.82
